WHO HAS TRIED MANY TIMES TO|KILL BART?;SIDESHOW MEL;KRUSTY;SIDESHOW BOB;NED FLANDERS
WHAT DOES LINEAL HUTZ WORK AS;LAWYER;LOLLIPOP MAN;ICE CREAM MAN;BARTENDER
IN SHELBYVILLE WHAT IS THE|NAME OF THE BAR?;MOE'S TAVERN;JOE'S BAR;MOE'S BAR;JOE'S TAVERN
WHERE DOES BART MAKE A PRANK|CALL TO?;CANADA;AUSTRALIA;JAPAN;FRANCE
WHAT REED SIZE DOES LISA NEED|FOR HER RECITAL?;FOUR AND A HALF|REED;SIX REED;THREE QUARTERS|REED;NINE REED
WHAT IS MAGGIE'S FIRST WORD?;MUMMY;BART;GRAMPA;DADDY
WHO WEARS A PURPLE BEENIE?;NELSON;RALPH;JIMBO;MOE
WHAT IS THE HORRIBLE TOY AT|CHRISTMAS CALLED;FURBIE;FUNZO;HERBIE;KRUSTY DOLL
WHO IS THE NEWS REPORTER FOR|CHANNEL SIX?;KENT BROCKMAN;BUMBLEBEE MAN;KRUSTY;HOMER
WHAT IS ARNIE PIE'S JOB?;CLOWN;BULLY;PRINCIPLE;TRAFFIC REPORTER
WHAT IS THE RANCH THAT MARGE|GOES TO CALLED?;RANCH LOVE;RANCH REST;RANCHO RELAXO;R. RELAXO
\\ON LISA'S 'LITTLE MISS|SPRINGFIELD' APPLICATION FORM,|WHAT DID HOMER WRITE IN THE|BOX MARKED 'DO NOT WRITE|HERE'?;DOH!;SURE THING;OKAY;FINE
WHEN HOMER BOUGHT A PLOUGH AND|STARTED HIS OWN BUSINESS, WHAT|NAME DID HE USE?;MR. PLOUGH;PLOUGH KING;PLOUGH PRINCE;PERFECT PLOUGH
WHAT WEIGHT WAS HOMER WHEN HE|WAS BORN?;11 LBS, 6 OZS;7 LBS, 6 OZS;8 LBS, 6 OZS;9 LBS, 6 OZS
WHAT IS HOMER'S BROTHERS NAME?;JIMMY JAMES;JON JAKUP;MATT LANDON;HERB POWELL
WHAT IS HOMER SIMPSON'S MIDDLE|NAME?;JOHN;JAY;JACK;JAVIER
WHAT DID HOMER CHANGE MARGE'S|NAME TO?;HOOTY MCBOOBS;CHURCHY LA FEMME;BUSTY SINCLAIR;TATTOO ANNIE
WHAT WAS LODGED IN HOMER'S|BRAIN CAUSING HIS STUPIDITY?;A MAGIC MARKER;A PENCIL;A PEN;A CRAYON
WHO ARE HOMER'S BEST FRIENDS|AT WORK?;LAVERNE AND|SHIRLEY;LENNY AND SQUIGGY;MONTE AND WEYLAN;LENNY AND CARL
WHAT SECRET SOCIETY DID HOMER|JOIN?;THE BEERBELLIES;THE AIRHEADS;THE STONECUTTERS;THE MICHAEL|JACKSON FAN CLUB
WHAT WAS THE NAME OF HOMER'S|BABERSHOP QUARTET?;THE BARBERSHOP;THE FOUR HORSEMEN;THE F FLATS;THE B-SHARPS
HOW OLD IS HANS MOLEMAN?;31;108;12;77
WHAT WAS BART'S EVIL TWIN|CALLED?;ERNIE;HUGO;MERLIN;BART
WHAT TOWNS DID LYLE LANLY|PREVIOUSLY SELL MONORAILS TO?;SHELBYVILLE,|OGDENVILLE, NORTH|HAVERBROOK;MORGDENVILLE,|BROADWAY & EAST|BROOKETOWN;OGDENVILLE,|BROCKWAY, NORTH|HAVERBROOK;SOUTH HAVERBROOK,|ATLANTIC CITY,|SHELBYVILLE
WHAT WAS THE NAME OF THE CAR|HOMER DESIGNED?;THE HOMER;SIMPSON-MOBILE;PERSEPHONE;MUSTANG
\\WHAT WAS THE HAPPIEST DAY OF|RALPH WIGGUM'S LIFE?;WHEN HE MET THE|LEPRECHAUN;WHEN MISS HOOVER|HAD LIME DISEASE;WHEN LISA GAVE|HIM A VALENTINES|CARD;WHEN THE DOCTOR|SAID HE DIDN'T|HAVE WORMS|ANYMORE
WHAT IS LISA'S BEST FRIEND|CALLED?;JANEY;JENNY;JULIE;JANET
WHAT IS MILLHOUSE'S MUM|CALLED?;LOU-ANNE VAN|HOUTEN;SHIRLEY VAN|HOUTEN;ANN-MARIE VAN|HOUTEN;PATTY VAN HOUTEN
IN TREEHOUSE OF HORROR, WHERE|IS THE PORTHOLE TO ANOTHER|DIMENSION?;IN THE CLOSET;BEHIND THE|BOOKCASE;UNDER THE COUCH;IN THE FRIDGE
WHAT IS CHIEF WIGGUM'S WIFE|CALLED?;SAMMY;SARAH;SHARON;SUZIE
WHAT'S THE SIMPSON'S ADDRESS?;1042 EVERGREEN|TERRACE;724 EVERGREEN|TERRACE;742 EVERGREEN|TERRACE;1024 EVERGREEN|TERRACE
WHAT IS COMIC BOOK GUY'S REAL|NAME?;FRED MONTGOMERY;JEFF ALBERTSON;HANK JOHNSON;HIS REAL NAME HAS|NEVER BEEN SAID
HOW MANY WARS WAS GRANDPA|SIMPSON IN?;2;1;0;3
WHAT IS BART'S FIRST WORD(S)?;MOMMY;AY, CARUMBA.;DON'T HAVE A COW,|MAN.;IT IS NEVER SAID|IN ANY EPISODE.
WHAT WAS HOMER'S NAME ON HIS|FAKE I. D. HE HAD AS A|TEENAGER?;MAX POWER;REMBRANDT Q|EINSTEIN;HOMER SANCHEZ;BRIAN MCGEE
WHAT IS CLETUS'S (THE HICK)|LAST NAME?;HILLBILLY;HICKSON;WEXLER;SPUCKLER
WHAT IS THE NAME OF THE|JAPANESE BUSINESSMAN DOING|KARAOKE AT A JAPANESE BAR?;HIRO NAKAMURA;JOHNNY SAKURA;RICHIE SAKAI;FREDDY CHANG
WHAT IS THE NAME OF HOMER'S|HELPER MONKEY?;MOJO;MR. TEENIE;FURIOUS GEORGE;SNOWBALL
WHAT IS HOMER'S NORMAL WEIGHT?;269;231;255;239
WHAT IS THE SIMPSONS PHONE|NUMBER?;765-4321;742-3333;123-4567;555-5555
THE SIMPSONS ONCE CHANGED|NAMES TO ...;THE THOMPSONS;THE JOHNSONS;THE JETSONS;THE DAMSONS
WHAT IS DR. HIBBERT'S FIRST|NAME?;JULIUS;JOHN;JIM;JAMES
WHO SOLD THE MONORAIL TO|SPRINGFIELD?;GORDON GAINS;LIONEL HUTZ;MR. BURNS;LYLE LANELY
WHAT WAS MR. BURNS TEDDY BEAR|CALLED?;BOUNCER;BEANS;BO BO;BUBBLE
WHAT NATIONALITY OF SMILES DID|THE DENTIST SHOW RALPH?;AMERICAN;BRITISH;FRENCH;ITALIAN
WHAT DOES THE SCANNER SAY WHEN|MAGGIE IS SCANNED IN THE|OPENING TITLES?;NRA4EVER;$39.99;EAT MY SHORTS;$847.63
WHICH FILM STAR SHARES BARNEYS|BIRTHDAY?;KEIKO;BARBARA STREISAND;JUDY GARLAND;LASSIE
WHAT IS THE NUMBER OF THE|SIMPSON'S HOUSE?;324;432;234;742
WHAT WAS THE NAME OF THE|TRUCKER WHO DIED AT THE STEAK|EATING CONTEST?;BIG BOB;BIG BLUE;BIG CHUCK;BIG RED
WHAT WAS THE OCCUPATION OF DR|HIBBERT'S BROTHER?;SURGEON;MUSICIAN;ASTRONAUT;BOWLING ALLEY|ATTENDANT
HOW DOES MAUDE DIE?;ELECTRIC SHOCK;FALLING FROM A|STADIUM STAND;CANCER;DRINKING TO MUCH
WHAT IS MS. BOTZ REAL NAME?;LUCY BOTZ;LUCILLE|BOTZCOWSKI;LUCILLE BALL;MAUDE FLANDERS
WHERE WAS MAGGIE WHEN SHE SHOT|MR. BURNS?;AT MOES TAVERN;NEXT TO THE|SUNDIAL;IN THE MALL;IN THE CAR
WHERE DID MR BURNS FALL AFTER|BEING SHOT?;ON HIS CAR;ONTO THE TOWN|HALL STEPS;ONTO A SUNDIAL;ON THE SIDE OF|THE ROAD
WHY DID MAGGIE SHOOT MR.|BURNS?;HE WAS TRYING TO|TAKE HER LOLLIPOP;HE WAS TRYING TO|STEAL THE CAR;HE WAS MAKING|FACES AT HER;HE HAD FIRED|HOMER
HOW DOES MOE GET A PART ON A|SOAP OPERA?;HOMER GETS IT FOR|HIM;HIS FATHER IS THE|BOSS;HE GETS A FACE|LIFT;HE KILLS THE STAR|AND GETS THE JOB
WHAT IS SELMA'S PET IGUANAS|NAME?;BOO BOO;TOM TOM;JUB JUB;CUTLEY
//WHAT IS APU'S SURNAME?;|NAHASAPEEMAPETILON;NASHAPENAPETALON;|NAHASAPENAPETALOON;NASHAPENAPETALOON
YIDDLES IS A STORE THAT SELLS|MAGIC TRICKS, PRANKS, MEDICAL|SUPPLIES OR ALL THREE?;MAGIC;PRANKS;MEDICAL STUFF;ALL THREE
\\WHEN STANDING TOGETHER IN|THEIR SPRINGFIELD WILDCATS|UNIFORM, WHAT NUMBER IS MADE|BY ROD AND TODD FLANDERS?;666;354;714;809
DR. MARVIN MONROE'S FAMILY|THERAPY CENTER OFFERS FAMILY|BLISS OR WHAT BACK?;GET THE HELL OUT;DOUBLE MONEY BACK;NO REFUNDS;ANGER MEDICATION
IN "THIS LITTLE WIGGY"|EPISODE, BART AND RALPH VISIT|A TOY STORE OF WHAT NAME?;FUNNY FRANK'S;TOY UNIVERSE;J.R.R TOYKINS;TOYS - R - KINDA|- US
WHICH ONE OF THESE DOGS DID|SANTA'S LITTLE HELPER NOT RACE|AGAINST?;FIDO;DOG O' WAR;REX;CHEW MY SHOE
SANTA'S LITTLE HELPER MATES|WITH A GREYHOUND AND GETS HOW|MANY PUPPIES?;23;20;27;25
\\WHICH INHABITANT OF THE|SPRINGFIELD RETIREMENT HOME|TURNS OUT TO BE A SUCCESSFUL|CAT - BURGLAR?;JASPER;MR. MOLLOY;HANS MOLEMAN;MR. BURNS
WHAT IS THE NAME OF KRUSTY THE|CLOWN'S MONKEY ASSISTANT;MR TEEMU;MR TEENY;MR TETLEY;MR TENKO
WHEN HE GETS OLDER, BART WANTS|TO CHANGE HIS NAME TO;JOHN MC SPEEDY;STEVE MC COOL;PHIL MC FABULOUS;MAX POWER
WHAT IS THE TITLE OF BLEEDING|GUMS MURPHY'S ONLY ALBUM;SAX ON THE MIND;SAX A MO PHONE;SAX ON THE BEACH;SAX ME UP
WHAT IS THE NAME ON FRANK|GRIMES HEADSTONE;FRANK GRIMES;FRANK ( GRIMEY )|GRIMES;FRANK GRIMES SNR;MR FRANK GRIMES
WHO REFERS TO MOE AS "CURLY ";MR BURNS;REX BANNER;RENEE;AEROSMITH
WHAT SIDE OF TOWN IS COOKIE|KWAN'S PATCH;EAST SIDE;WEST SIDE;SOUTH SIDE;NORTH SIDE
WHICH OF THE FOLLOWING|CELEBRITIES HAS NOT GUEST|STARRED IN THE SIMPSONS;BRENDAN FRASER;HELEN HUNT;JON GOODMAN;HARRISON FORD
WHAT IS BART ALLERGIC TO;PEANUT BUTTER AND|IMITATION PEANUT|BUTTER;COTTON CANDY AND|IMITATION COTTON|CANDY;BUTTERSCOTCH AND|IMITATION|BUTTERSCOTCH;CHUTNEY SQUISHY|AND IMITATION|CHUTNEY SQUISHY
WHAT IS THE NAME OF TROY|MCLURE'S AGENT;LIONEL HUTZ;LARRY BURNS;MACARTHUR PARKER;SIDESHOW MEL
ACCORDING TO COMIC BOOK GUY-|AQUAMAN CANNOT MARRY LAVAGIRL|BECAUSE;SHE'S TOO HOT FOR|HIM;SHE'S GOT NO|GILLS;HE'S ALREADY|MARRIED TO MALIBU|STACEY;SHE'S IN LOVE|WITH RADIOACTIVE|MAN
WHICH OF BART'S SCHOOL CHUMS|CANNOT DRINK COWS MILK;MARTIN PRINCE;SHERRY AND TERRY;JIMBO JONES;MILHOUSE
WHO GUEST STARS AS THE VOICE|OF JESSICA LOVEJOY;JODIE FOSTER;HELEN HUNT;ELIZABETH TAYLOR;MERYL STREEP
WHO FLIES MEL GIBSON TO|SPRINGFIELD;JOHN TRAVOLTA;BETTE MIDLER;DUSTIN HOFFMAN;LUKE PERRY
NAME THE RACEHORSE KRUSTY AND|BETTE MIDLER JOINTLY OWNED;WIND BENEATH MY|KRUST;FURIOUS D;MIDKRUST;KRUDDLER
COMPLETE THIS SENTENCE BY BART|- I'D BE ON THAT AS FAST AS|OPRAH ON;ROLLER SKATES;A BAKED HAM;A KRUSTYBURGER;AN ALL YOU CAN|EAT BUFFET
WHERE DID MALLOY SAY HE HAD|HIDDEN THE TREASURE;UNDER A BIG T;UNDER HOMER'S|COUCH;UNDER THE KWIKIE|MART;UNDER A BIG S
WHO TAKES OVER THE KWIKIE MART|FROM APU,WHEN HE GETS FIRED;JAMES WOODS;SANJEE;HOMER;MICHEAL J FOX
WHO DOES BARNEY RECORD A SONG|WITH FOR THE PLOW KING JINGLE;BARBARA STEISAND;DOLLY PARTON;LINDA RONSTADT;CELINE DION
WHEN HOMER BECOMES A BOXER,|WHAT IS THE NAME OF HIS FIRST|OPPONENT;BOXCAR FRED;BOXCAR BOB;BOXCAR BILL;BOXCAR TOM
WHAT IS THE NAME OF THE HEALTH|RESORT MARGE VISITS FOR A|RELAXING TIME;RANCHY RELAXY;HEALTHY RELAXO;RANCHO RELAXO;RELAXO RELAXO
WHO TELLS THE SIMPSON'S TO|KILL EACH OTHER?;THE DEVIL;A HAUNTED HOUSE;LARD LAD;SNAKE
WHAT WAS THE NAME OF KANG AND|KODOS' DUSTY BOOK ABOUT|HUMANS?;HOW TO COOK|HUMANS?;HOW TO COOK FOR|HUMANS?;HOW TO COOK FORTY|HUMANS?;HOW TO COOK FOR|FORTY HUMANS?
WHO DOES THE EVIL KRUSTY THE|CLOWN DOLL TRY TO KILL?;MAGGIE;MARGE;HOMER;BART
WHAT KIND OF STUDENTS ARE|BEING SERVED IN THE CAFETERIA?;GEEKS;DETENTION|STUDENTS;BULLIES;POPULAR KIDS
WHAT TYPE OF DONUT DOES HOMER|WANT AT LARD LAD?;MEGA DONUTS;SUPERSIZED DONUTS;EXTRA SUGARY|DONUTS;COLOSSAL DONUTS
WHAT WAS LISA'S HALLOWEEN|COSTUME?;A FLOWER;ALBERT EINSTEIN;FRANKLIN|ROOSEVELT;JAMES MADISON
SELMA HAS ADOPTED A BABY FROM;VIETNAM;CHINESE;SINGAPORE;AMERICA
THE CHILD THAT SELMA ADOPTED|WAS NAMED;SAM BOUVIER;YEEVON BOUVIER;YEELIN BOUVIER;LING BOUVIER
WHEN MAUDE WAS STILL ALIVE,|MAUDE WANTED TO BUILD A|CARNIVAL NAMED?;CHRISTLAND;PRAISELAND;FLANDERS KINGDOM;MAUDE DIDN'T WANT|A CARNIVAL
HOMER HAD A CATCHPHRASE...;"DO'H!";"DARNIT";"DUFF IS THE|STUFF";"DON'T HAVE A COW|MAN"
MARGE'S JOB IS;A HOUSEWIFE;DOCTOR;SCHOOL BUS DRIVER;A TEACHER
MR. BURN'S IS AGED;114;123;104;122
WHAT WAS THE NAME OF LISA'S|PONY?;QUINN;PRINCESS;GIRLY;PRETTY
PICK ONE NOT RELATED TO HOMER;DUFF;FOOD;WORK;MOE'S TAVERN
MAUDE DIED HOW?;BY SHOOTING|T-SHIRTS;A GUN;SHE KILLED|HERSELF;CANCER
