\\"DAD, YOU'VE DONE A LOT OF|GREAT THINGS, BUT YOU'RE A|VERY OLD MAN, AND OLD PEOPLE|ARE ___.";USELESS;FORGETFUL;STUPID;OLD
"___: THE CAUSE OF, AND|SOLUTION TO, ALL OF LIFE'S|PROBLEMS.";DONUTS;SEX;MONEY;BEER
"IF SOMETHING'S HARD TO DO,|THEN ___.";LEAVE IT FOR THE|NEXT PERSON;IT'S NOT WORTH|DOING;TRY HARDER;IT'S NOT EASY
"___ IS THE FIRST STEP TOWARD|FAILURE.";SUCCESS;STARTING;TRYING;FAILING
"___...IS THERE ANYTHING THEY|CAN'T DO?";DONUTS;WOMEN;SUPER HEROES;AMERICANS
"I AM SO SMART. I AM SO SMART.|___.";S-M-R-T;SMARTY SMART|SMART;SMORT;I AM THE SMARTEST
"I'M NORMALLY NOT A PRAYING|MAN, BUT IF YOU'RE UP THERE,|PLEASE SAVE ME, ___!";FATHER;JESUS;ABRAHAM LINCOLN;SUPERMAN
"OH, THEY HAVE ___ ON|COMPUTERS NOW.";INTERNET;GAMES;STUFF;TYPING
HOMER:  "TO _______ !  THE|CAUSE OF, AND SOLUTION TO, ALL|OF LIFE'S PROBLEMS!";MARGE;ALCOHOL;MR. BURNS;DUFF BEER
LISA:  "THEY MADE THE WORLD'S|LARGEST PIZZA, SO WE|____________________";MADE THE WORLD'S|LARGEST BEER CAN;CONTAMINATED|THEIR DRINKING|WATER;BURNED DOWN THEIR|CITY HALL;BUILT A BIGGER|MINI-MALL
BART:  "OH LOOK, YOU'RE|GETTING CRANKY.  YOU HAVEN'T|HAD ________.";YOUR JUICE;A NAP;YOUR PILLS;A GOOD NIGHT'S|SLEEP
\\HANK SCORPIO:  "BUT HOMER, ON|YOUR WAY OUT, IF YOU WANT TO|_____ SOMEBODY, IT WOULD HELP|ME A LOT.";TRIP;PUNCH;SHOOT;KILL
\\HOMER:  "SO I SAID, 'LOOK|BUDDY, YOUR CAR WAS|____________ WHEN WE GOT|HERE.......";ON FIRE;UPSIDE-DOWN;STOLEN;UGLY
HOMER:  ".....AND AS FOR YOUR|___________, SHE SHOULDN'T|HAVE MOUTHED OFF LIKE THAT!";GRANDMA;SISTER;MOTHER;GIRLFRIEND
\\TROY MCCLURE:  "YOU MAY|REMEMBER ME FROM SUCH SELF|HELP VIDEOS AS|________________ AND 'GET|CONFIDENT, STUPID!'";'GET YOUR FINGER|OUT OF THERE!';'BLUBBER BY THY|NAME';'ARE YOU A|WIENER?";'SMOKE YOURSELF|THIN'
\\HOMER:  �LISTEN, YOU DRAIN|CLOGGING, ______________,|COLLECT CALL GETTING SPONGE|�..I WANT YOU OUT OF MY|HOUSE!�;CAR-STEALING;KID-TERRIFYING;|LAST-COOKIE-EATING;|BAD-GUITAR-PLAYING
\\MOE:  "I'M LOOKING FOR AMANDA|HUGGINKISS!  WHY CAN'T I FIND|AMANDA HUGGINKISS?" BARNEY:|"____________________ !";MAYBE YOUR|STANDARDS ARE TOO|HIGH;DON'T LOOK AT ME,|MOE;SHE'S IN THE|BATHROOM;SHE RAN OUT THE|DOOR
\\APU:  "YOU MAY EMERGE FROM MY|CHIPS, SIR.  THE OPPORTUNITY|TO PROVE YOURSELF ___________|IS LONG GONE.";WORTHY;A MAN;A HERO;USEFUL
WHAT ITEM OF CLOTHING DID LISA|SAY WAS MADE FROM OLYMPIC PINS|IN CANADA?;HER DRESS;HER HAT;HER SHOES;HER BRACLETS
\\WHEN HOMER AND MR BURNS WERE|TRAPPED IN AN UNDERGROUND|LODGE, WHO WAS BEHIND THE|DRUNK IN THE OTHER LODGE.;LENNY;CARL;THE RANGER;LISA
\\WHEN HOMER'S MOTHER DIES SHE|GIVES TO LISA HER FREE SPIRIT.|WHAT DOES LISA STEAL AND CLAIM|TO BE HER PROPER GIFT?;A PEARL NECKLACE;A DIAMOND EARING;A SAPPHIRE RING;A WATCH
WHEN LISA BECOMES A|VEGETARIAN, WHAT DOES RALPH DO|TO HIS WORM EXPERIMENT?;DROPPED IT;STRETCHED IT;ATE IT;THREW IT OUT THE|WINDOW
WHEN MAYOR QUIMBY'S SON IS|ARRESTED, IN HIS HEAD WHAT|WORD WAS MISPRONOUNCED?;CHEDDAR;CHICKEN;CHALK;CHOWDER
IN HOMER'S ODYSSEY, WHO DOES|DISCO STU WANT TO TAKE ON A|DATE;MOE;SELMA;BART;MARGE
WHO GOADS MARGE INTO TAKING|DRUGS?;RUTH;HELEN;HOMER;KEARNY
WHAT DID NED SNITCH TO THE|POLICE THAT HOMER DID?;STOLE HIS TOOLS;RELEASED A|RADIOACTIVE APE|INTO HIS HOUSE;KILLED HIS WIFE;TAKEN FOOD FROM|HIS FRIDGE
WHEN THE SIMPSONS WENT TO|LONDON, WHAT LED THEM TO|CRASHING THE CAR?;A DRUNK ON THE|ROAD;A PARADE;TRAFFIC LIGHTS;A ROUNDABOUT
\\IN KING SIZED HOMER, WHAT|SUBSTANCE DOES HOMER EAT|FINALLY IN ORDER TO REACH 300|POUNDS?;PLAYDOUGH;KETCHUP;CANDLE WAX;NONE OF THE ABOVE
\\IN THE EPISODE WHERE HOMER|EATS INSANITY PEPPERS, WHAT IS|THE NAME OF THE LIGHTHOUSE HE|VISITS?;V.A.L;E.A.R.L;M.A.R.K;R.O.N
IN BURNS BABY BURNS, WHAT DOES|LARRY BURNS SUGGEST THE YALE|ADMISTRATE'S NAME SHOULD BE?;POP'N'FRESH;COOKIE MONSTER;CARAMEL SKIPPER;SEMPER FUDGE
IN BEYOND BLUNDERDOME, WHO|LIKES MEL GIBSON'S MOVIE|DESPITE ABSCENCE OF FLUBBER?;DR. HIBBERT;DR. NICK;PROF.FRINK;THE COMIC BOOK|GUY
IN SIDESHOW BOB ROBERTS, WHAT|IS THE NAME OF THE MAN THAT|GETS BOB RELEASED FROM PRISON?;BANNER;BARLOW;QUIMBY;WHITMAN
IN THE PARENT RAP, WHAT IS THE|NAME OF THE JUDGE WHO REPLACES|JUDGE SNYDER?;JUDGE HARM;JUDGE HURT;JUDGE HUNT;JUDGE HIVE
\\IN SEPERATE VOCATIONS, WHAT IS|THE NAME OF THE TEACHER THAT|PRINCIPAL SKINNER ASSURES|THERE WILL BE NO MORE MOCKERY|OF HIS NAME?;MR. SHORTROD;MR. NOEBALLS;MR. GLASSCOCK;SIR. WIDEBOTTOM
IN HOMERS TRIPLE BYPASS, HOW|MUCH DOES DR HIBBERT CHARGE|FOR THE SURGERY?;$20 000;$75 000;$12 000;$ 40 000
IN MARGE BE NOT PROUD, WHAT IS|THE NAME OF THE GAME BART|STEALS?;BONESQUAD;BONESTORM;BLOODSTORM;BLOODSQUAD
\\WHEN MOE OPENS UP A HIS TRENDY|NEW BAR 'M', WHAT DOES HE TELL|HOMER THE NEW BEER IS MADE|FROM?;CHILDREN'S COUGH|SYRUP;SOY SAUCE;TURKEY JERKY;PORK RINDS
\\WHEN BART GOES ON AN EXCHANGE|PROGRAM TO FRANCE, FROM WHAT|COUNTRY DOES THE BOY COME FROM|WHO STAYS WITH THE SIMPSONS?;CHINA;FRANCE;ITALY;ALBANIA
\\IN THE EPISODE WHERE LISA|KEEPS HAVING TO REPLACE THE|PET CAT BECAUSE THEY KEEP|DYING, EXACTLY HOW MANY DIE?;3;5;7;2
\\WHEN THE FAMILY VACATION AT A|DUDE RANCH, WHAT IS THE NAME|OF THE SISTER OF THE BOY LISA|HAS A CRUSH ON?;LAURA;CLARA;LARA;CLAIRE
\\IN A HALLOWEEN EPISODE WHERE|THE FAMILY ARE ABDUCTED BY|ALIENS KANG AND KUDOS, WHICH|OF THE FOLLOWING TITLES APPEAR|ON THE COOKBOOK COVERED IN|'SPACE DUST'?;HOW TO COOK FOR|FORTY HUMANS;HOW TO COOK FOUR|HUMANS;HOW TO COOK FOR|FIFTY HUMANS;HOW TO COOK FIFTY|FOUR HUMANS
\\WHICH MEMEBER OF BARNEY|GUMBLE'S FAMILY OWNS THE|BOWL-A-RAMA WHERE HOMER GETS A|JOB?;HIS UNCLE;HIS FATHER;HIS BROTHER;HIS COUSIN
\\WHEN LISA ENTERS THE SPELLING|BEE COMPETITION, WHAT TRICK|WORD IS ANOTHER CONTESTANT|ASKED TO SPELL THAT CAUSES HER|TO LOSE?;SEA/SEE;ROME/ROAM;WEATHER/WHETHER;WHERE/WEAR
\\WHEN BART RUINS THANKSGIVING|AND RUNS AWAY, HE DECIDES TO|GIVE BLOOD AND IS GIVEN WHAT|TREAT AFTERWARDS?;A COOKIE;A LOLLYPOP;BUZZ COLA;A CANDY BAR
\\WHEN A PROHIBITION BANNING|ALCOHOL IS ENFORCED ON|SPRINGFIELD, WHAT SHOP FRONT|DOES MOE USE TO DISGUISE HIS|BAR?;A VACCUUM CLEANER|STORE;A CANDY STORE;A COMIC BOOK|STORE;A PET STORE
\\WHEN HOMER IS LOOKING FOR HIS|LONG LOST HALF BROTHER,|HERBERT, HE IS ADVISED TO TO|LOOK WHERE?;NEW YORK;SAN FRANSISCO;VEGAS;DETROIT
WHITCH ONE OF THESE IS NOT ONE|OF APU'S KIDS?;ANOOP;SASHI;GEDBU;UMA
WHAT DID BART WANT TO CHANGE|HIS NAME TO IN "CAPE FEARE"?;GUS;GULLIVER;ISAAC;GILLIGAN
HOW MANY CHARACTERS HAS JOE|MANTEGNA PLAYED?;1;2;3;4
WHAT ACTOR DOES HUGH PARKFIELD|ENJOY?;JIM CARREY;MEL BROOKS;CLINT EASTWOOD;LEONARDO DICAPRIO
WHAT WAS NOT A SUGGESTED NAME|FOR MOE'S FAMILY RESTRAUNT?;CHAIRMAN MOE'S|MAGIC WOK;UNCLE MOE'S|FAMILY FEEDBAG;CRAZY MOE'S HOT|N' SPICY HOUSE;MADMAN MOE'S|PRESSURE COOKER
WHERE DID LURLEEN SPEND ONE OF|HER NIGHTS?;IN A DITCH;IN A ROACH HOTEL;IN THE BAY;ON A STREET|CORNER
WHAT TATTOO DID OTTO HAVE ON|HIS CHEST IN "A STREETCAR|NAMED MARGE"?;NONE OF THE BELOW;A SKULL HOLDING A|KNIFE;A SKULL WITH A|SNAKE THROUGH ITS|EYES;A SKULL IN A CAR
WHAT TATTOO DOES COMIC BOOK|GUY HAVE?;TREKKIE #1;VADER HATER;JAWAS GONE WILD;JABBA THE BUTT
WHO DOESN'T THINK PEOPLE WERE|SAD IN THE PAST?;BIRCH BARLOW;RON HOWARD;MARY-KATE &|ASHLEY;THE BRADY BUNCH
WHO IS HOMER'S REAL DAD?;A RICH MAN;FISHERMAN;ABRAHAM;MARTIN
WHO BECOMES PRINCIPAL?;HOMER;MAYOR;MOE;NED
WHO APPEARS ON THE COVER OF|THE CALENDAR?;KRUSTY;MOE;HOMER;BARNEY
HOW OLD IS MARGE?;41;50;36;38
HOW OLD IS HOMER?;48;45;38;34
WHY DOES NED GO TO THE MENTAL|HOSPITAL?;HE LOST HIS WIFE;HE GETS MAD & HIS|HOUSE IS GONE;HE SWEARS IN|CHURCH;HE HATES LIFE
WHO DOES LISA DATE?;MILHOUSE;MARTIN;RALPH;NELSON
WHO DOES BART DATE WHO'S OLDER|THEN HIM?;LAURA;MELISSA;MICHELLE;TARA
WHY DOES MOE TALK TO EDNA IN|THE FIRST PLACE?;TO MEET SOMEONE|NEW;TO SHOW HE CAN|TALK TO GIRLS;TO DISTRACT THE|TEACHER SO NELSON|CAN STEAL THINGS;TO GET FREE|SCHOOL LESSONS
WHAT DOES MARGE WORK AS WHEN|HOMER IS AN ICE CREAM MAN?;HOME MAKER;WORKS AT THE|PLANT;PAINTS;MAKES SCUPTURES
WHAT IS THE NAME OF HOMER'S|CHILDHOOD DOG?;BINGO;BONGO;BENJI;LADDIE
\\WHICH GUEST STAR VOICES THE|ACCOUNTANT DAN WHO ACTS AS FAT|TONY'S DON WHILE HE'S ON JURY|DUTY?;BILL HADER;JASON SEGAL;STEVE CARELL;PAUL RUDD
WHAT IS THE NAME OF DR.|HIBBERT'S AUTOBIOGRAPHY?;THE LIFE, THE|LAUGHS, THE|DOCTOR.;THE CHRONICLES ON|HAIRNIA;THE TEARS BEHIND|THE LAUGHTER;CRYING ON THE|INSIDE
WHO SAID IT: "IF JESUS HAD A|GUN HE'D BE ALIVE TODAY";HOMER;MR. BURNS;MOE;HERMAN
WHO IS NOT A PREPPER?;HERMAN;LINDSEY NAEGLE;MR. LARGO;CHALMERS
\\IN "A TEST BEFORE TRYING" ONE|STUDENT MUST PASS A TEST IN|ORDER FOR THE SCHOOL TO REMAIN|OPEN. WHO'S THE STUDENT?;BART;MILHOUSE;LISA;MARTIN
IN "ELEMENTARY SCHOOL MUSIC"|WHO IS NOT A MEMBER OF 'THE|COMMITTEE?;THE CAMP|COUNCILORS;A COW;STEVE MOBBS;STEPHEN HAWKING
WHO PRANKED SKINNER WITH THE|WORM POOL AND IS VOICED BY|JONAH HILL?;MIKE O'BRIAN;ANDY HAMILTON;GREG ANDERSON;TOM MCDOUGALL
WHICH SIMPSON BECOMES A|MAGICIAN IN SEASON 22?;HOMER;MARGE;BART;LISA
FINISH THE QUOTE: "WHEN I LOOK|AT PEOPLE, I DON'T SEE|COLOURS, I JUST SEE;STUPIDITY";GREY";CRACKPOT|RELIGIONS";RACE"
WHO WENT TO DENMARK?;MILHOUSE;DOLF;BART;KEARNEY
WHO NEEDS A SONG OF WHALES TO|CALM DOWN?;LARGO;SEA CAPTAIN;PROFESSOR AUGUST;LISA
WHO SAID "IT DO"?;CLETUS;BARNEY;APU;CHESTER J|LAMPWICK
WHO LIKES TO DO EQUATIONS IN|FREE TIME?;BART;LISA;MARTIN;WILLIE
WHO HAS SHOWN SECRET MOVES TO|CHLOE TALBOT?;SCHWARZENEGGER;G. GORDON LIDDY;AKIRA;WALTER CRONKITE
WHO IS 82 YEARS OLD?;GRAMMPA;OLD JEWISH;BURNS;JOE BANKS
WHAT IS THE NAME OF LOVER OF|GIL'S WIFE?;STAN;FRED;JOHN;STEEVE
WHOM MARGE WANTED TO KILL|BECAUSE OF JEALOUSY?;BECKY;LAURLEEN LUMPKIN;MINDI;JULIA
WHAT IS THE SHELBYVILLE'S|VERSION OF "ANDROIDS DUNGEON"?;COMIC DUNGEON;COOLSVILLE;FRODO'S OF|SHELBYVILLE;NONE OF THE ABOVE
HOW MUCH ALIMONY DOES KIRK|PAYS TO HIS EX-WIFE?;125$;20$;68$;NONE
WHAT THE J IN HOMER'S MIDDLE|NAME STAND FOR?;JACKSON;JERRY;JAY;JUMP
//WHO ARE HOMER'S KIDS?;|BERT,MARTHA,LINDSEY;MARK,JAMIE,LAUREN;BART, LISA,|MAGGIE;NONE OF THE ABOVE
WHAT IS THE NAME OF THE|SIMPSON'S DOG?;SAM;CARL;SANTA'S LITTLE|HELPER;JIM
WHO ARE MARGE'S SISTERS?;PAM & SALLY;THELMA & LOISE;PATTY & SELMA;NONE OF THE ABOVE
HOW OLD IS BART?;12;1;22;10
WHAT FOOD DOES HOMER LOVE?;PIZZA;FISH;HAMBURGERS;DOUGHNUTS
WHAT DID MAGGIE SAY AT THE END|OF  THE SIMPSON'S MOVIE?;PICNIC;BALLOONS;SEQUAL;NAP
WHAT  KIND OF EPISODE WAS THE|FIRST EPISODE OF THE SERIES?;THANKSGIVING;ST. PATRICK'S DAY;CHRISTMAS;NONE
WHAT IS HOMER'S CATCH PHRASE?;UH- OH!;D'OH;COME ON;NONE OF THE ABOVE
IN THE COMPUTER HAS MENACE|SHOES WHAT DOES HOMER CALL|HIMSELF;HOMER JAY;MR Y;HOJAY;MR X
WHAT IS THE NAME OF BART'S|BAND?;PARTY POSSE;POOL PARTY;BUTT KICK BOYS;P SYNC
WHAT DOES THE CASH REGISTER|USUALLY SAY WHEN MAGGIE GETS|SCANNED?;NRA4EVER;847.17;845.18;STAR**
WHERE IS SIDESHOW BOBS NEW|HOME?;SPAIN;ITALY;ENGLAND;FRANCE
WHAT DOES HOMER SMOKE?;MARIJUANA;CIGARETTES;ICE;NONE OF THE ABOVE
ACCORDING TO COMIC BOOK GUY|WHY CANT AQUA MAN MARRY LAVA|GIRL;BECAUSE SHES TOO|HOT;BECAUSE SHE HAS|NO GILLS;SHES TOO|DIFFERENT;NONE OF THE ABOVE
WHAT IS THE NAME OF SIDESHOW|BOBS SON?;GINO;FRANCESCO;FRANCESCA;NONE OF THE ABOVE
WHAT IS HOMERS ENEMY CALLED?;FRANK GRAY;FRANK GRITES;JOE KICKASS;FRANK GRIMES
WHAT IS HOMER CALLED WHEN HE|BREAKS THE LAW?;BEER BOUNCER;BEER BOTTLE;BEER BARON;BEER BOOZE
WHICH OF THE FOLLOWING PRANK|CALLS HAS BART NOT USED;HEYWOOD YAPINCHME;IVANA TINKEL;MIKE ROUCH;AMANDA HUGANDKISS
WHAT WAS THE FIRST SONG SANG|ON THE SIMPSON?;SIMPSON BELLS;RUDOLPH THE|RED-NOSED|REINDEER;BART'S MARCHING|SONG;BART MAN
WHO DID BART STEAL A CELL|PHONE OFF?;JOHN LEGUIZAMO;DENIS LEARY;RAY ROMANO;QUEEN LATIFAH
WHO HOLD BACK THE ELECTRIC|POWER?;MISTER BURNS;HOMER;BARTMAN;THE STONE CUTTERS
